Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00      10/10          std::vector<long, std::allocator<long> >::vector(std::allocator<long> const&) [65]
[63]     0.0    0.00    0.00      10         std::_Vector_base<long, std::allocator<long> >::_Vector_base(std::allocator<long> const&) [63]
                0.00    0.00      10/12          std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [54]
-----------------------------------------------
                0.00    0.00       2/10          long* std::__copy_aux<long const*, long*>(long const*, long const*, long*) [123]
                0.00    0.00       8/10          long* std::__copy_aux<long*, long*>(long*, long*, long*) [69]
[64]     0.0    0.00    0.00      10         long* std::__copy<true, std::random_access_iterator_tag>::copy<long>(long const*, long const*, long*) [64]
-----------------------------------------------
                0.00    0.00       4/10          parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
                0.00    0.00       6/10          main [1]
[65]     0.0    0.00    0.00      10         std::vector<long, std::allocator<long> >::vector(std::allocator<long> const&) [65]
                0.00    0.00      10/10          std::_Vector_base<long, std::allocator<long> >::_Vector_base(std::allocator<long> const&) [63]
-----------------------------------------------
                0.00    0.00       4/8           main [1]
                0.00    0.00       4/8           void vector2array<long>(std::vector<long, std::allocator<long> >, long*) [103]
[66]     0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator++(int) [66]
                0.00    0.00       8/32          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator(long* const&) [36]
-----------------------------------------------
                0.00    0.00       1/8           main [1]
                0.00    0.00       1/8           parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
                0.00    0.00       2/8           std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [120]
                0.00    0.00       4/8           std::vector<std::string, std::allocator<std::string> >::~vector() [97]
[67]     0.0    0.00    0.00       8         std::allocator<std::string>::~allocator() [67]
                0.00    0.00      44/48          __gnu_cxx::new_allocator<std::string>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00       8/8           long* std::copy<long*, long*>(long*, long*, long*) [73]
[68]     0.0    0.00    0.00       8         long* std::__copy_normal<false, false>::__copy_n<long*, long*>(long*, long*, long*) [68]
                0.00    0.00       8/8           long* std::__copy_aux<long*, long*>(long*, long*, long*) [69]
-----------------------------------------------
                0.00    0.00       8/8           long* std::__copy_normal<false, false>::__copy_n<long*, long*>(long*, long*, long*) [68]
[69]     0.0    0.00    0.00       8         long* std::__copy_aux<long*, long*>(long*, long*, long*) [69]
                0.00    0.00       8/10          long* std::__copy<true, std::random_access_iterator_tag>::copy<long>(long const*, long const*, long*) [64]
-----------------------------------------------
                0.00    0.00       8/8           long* std::__uninitialized_copy_a<long*, long*, long>(long*, long*, long*, std::allocator<long>) [71]
[70]     0.0    0.00    0.00       8         long* std::uninitialized_copy<long*, long*>(long*, long*, long*) [70]
                0.00    0.00       8/8           long* std::__uninitialized_copy_aux<long*, long*>(long*, long*, long*, std::__true_type) [72]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
[71]     0.0    0.00    0.00       8         long* std::__uninitialized_copy_a<long*, long*, long>(long*, long*, long*, std::allocator<long>) [71]
                0.00    0.00       8/8           long* std::uninitialized_copy<long*, long*>(long*, long*, long*) [70]
-----------------------------------------------
                0.00    0.00       8/8           long* std::uninitialized_copy<long*, long*>(long*, long*, long*) [70]
[72]     0.0    0.00    0.00       8         long* std::__uninitialized_copy_aux<long*, long*>(long*, long*, long*, std::__true_type) [72]
                0.00    0.00       8/8           long* std::copy<long*, long*>(long*, long*, long*) [73]
-----------------------------------------------
                0.00    0.00       8/8           long* std::__uninitialized_copy_aux<long*, long*>(long*, long*, long*, std::__true_type) [72]
[73]     0.0    0.00    0.00       8         long* std::copy<long*, long*>(long*, long*, long*) [73]
                0.00    0.00       8/8           long* std::__copy_normal<false, false>::__copy_n<long*, long*>(long*, long*, long*) [68]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned int) [43]
[74]     0.0    0.00    0.00       6         __gnu_cxx::new_allocator<long>::deallocate(long*, unsigned int) [74]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned int) [81]
[75]     0.0    0.00    0.00       6         __gnu_cxx::new_allocator<long>::allocate(unsigned int, void const*) [75]
                0.00    0.00       6/10          __gnu_cxx::new_allocator<long>::max_size() const [59]
-----------------------------------------------
                0.00    0.00       6/6           main [1]
[76]     0.0    0.00    0.00       6         bool __gnu_cxx::operator< <long*, std::vector<long, std::allocator<long> > >(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&) [76]
                0.00    0.00      12/32          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::base() const [37]
-----------------------------------------------
                0.00    0.00       6/6           void vector2array<long>(std::vector<long, std::allocator<long> >, long*) [103]
[77]     0.0    0.00    0.00       6         bool __gnu_cxx::operator!=<long*, std::vector<long, std::allocator<long> > >(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&) [77]
                0.00    0.00      12/32          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::base() const [37]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<long, std::allocator<long> >::vector(std::vector<long, std::allocator<long> > const&) [122]
                0.00    0.00       4/6           std::vector<long, std::allocator<long> >::max_size() const [90]
[78]     0.0    0.00    0.00       6         std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() const [78]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [120]
                0.00    0.00       4/6           std::vector<std::string, std::allocator<std::string> >::~vector() [97]
[79]     0.0    0.00    0.00       6         std::allocator<std::string>::allocator(std::allocator<std::string> const&) [79]
                0.00    0.00      42/46          __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [33]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [120]
                0.00    0.00       4/6           std::vector<std::string, std::allocator<std::string> >::~vector() [97]
[80]     0.0    0.00    0.00       6         std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [80]
-----------------------------------------------
                0.00    0.00       2/6           std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned int, std::allocator<long> const&) [116]
                0.00    0.00       4/6           std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
[81]     0.0    0.00    0.00       6         std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned int) [81]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<long>::allocate(unsigned int, void const*) [75]
-----------------------------------------------
                0.00    0.00       5/5           parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
[82]     0.0    0.00    0.00       5         bool __gnu_cxx::operator< <std::string*, std::vector<std::string, std::allocator<std::string> > >(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&, __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > > const&) [82]
                0.00    0.00      10/10          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::base() const [60]
-----------------------------------------------
                0.00    0.00       2/5           std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [120]
                0.00    0.00       3/5           parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
[83]     0.0    0.00    0.00       5         std::vector<std::string, std::allocator<std::string> >::size() const [83]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
[84]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<long>::construct(long*, long const&) [84]
                0.00    0.00       4/636         operator new(unsigned int, void*) [21]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::string, std::allocator<std::string> >::end() const [108]
                0.00    0.00       2/4           std::vector<std::string, std::allocator<std::string> >::begin() const [109]
[85]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [85]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<long, std::allocator<long> >::end() const [110]
                0.00    0.00       2/4           std::vector<long, std::allocator<long> >::begin() const [111]
[86]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >::__normal_iterator(long const* const&) [86]
-----------------------------------------------
                0.00    0.00       4/4           parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
[87]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator++(int) [87]
                0.00    0.00       4/18          __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&) [40]
-----------------------------------------------
                0.00    0.00       4/4           long* std::__copy_normal<true, false>::__copy_n<__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, long*>(__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, long*) [117]
[88]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >::base() const [88]
-----------------------------------------------
                0.00    0.00       4/4           parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
[89]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::operator*() const [89]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
[90]     0.0    0.00    0.00       4         std::vector<long, std::allocator<long> >::max_size() const [90]
                0.00    0.00       4/6           std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() const [78]
                0.00    0.00       4/10          __gnu_cxx::new_allocator<long>::max_size() const [59]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [93]
[91]     0.0    0.00    0.00       4         std::allocator<std::string>::allocator(std::allocator<std::string> const&) [91]
                0.00    0.00       4/46          __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&) [33]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [94]
[92]     0.0    0.00    0.00       4         std::allocator<std::string>::~allocator() [92]
                0.00    0.00       4/48          __gnu_cxx::new_allocator<std::string>::~new_allocator() [31]
-----------------------------------------------
                0.00    0.00       2/4           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::allocator<std::string> const&) [114]
                0.00    0.00       2/4           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [115]
[93]     0.0    0.00    0.00       4         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [93]
                0.00    0.00       4/4           std::allocator<std::string>::allocator(std::allocator<std::string> const&) [91]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [96]
[94]     0.0    0.00    0.00       4         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [94]
                0.00    0.00       4/4           std::allocator<std::string>::~allocator() [92]
-----------------------------------------------
                0.00    0.00       4/4           std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [96]
[95]     0.0    0.00    0.00       4         std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [95]
                0.00    0.00      14/14          __gnu_cxx::new_allocator<std::string>::deallocate(std::string*, unsigned int) [49]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::string, std::allocator<std::string> >::~vector() [97]
[96]     0.0    0.00    0.00       4         std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [96]
                0.00    0.00       4/4           std::_Vector_base<std::string, std::allocator<std::string> >::_M_deallocate(std::string*, unsigned int) [95]
                0.00    0.00       4/4           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl() [94]
-----------------------------------------------
                0.00    0.00       1/4           parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
                0.00    0.00       3/4           main [1]
[97]     0.0    0.00    0.00       4         std::vector<std::string, std::allocator<std::string> >::~vector() [97]
                0.00    0.00       4/6           std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [80]
                0.00    0.00       4/6           std::allocator<std::string>::allocator(std::allocator<std::string> const&) [79]
                0.00    0.00       4/4           void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>) [101]
                0.00    0.00       4/8           std::allocator<std::string>::~allocator() [67]
                0.00    0.00       4/4           std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base() [96]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<long, std::allocator<long> >::push_back(long const&) [100]
[98]     0.0    0.00    0.00       4         std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
                0.00    0.00      12/26          std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() [39]
                0.00    0.00      12/26          std::allocator<long>::allocator(std::allocator<long> const&) [38]
                0.00    0.00      12/36          std::allocator<long>::~allocator() [35]
                0.00    0.00       8/32          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::base() const [37]
                0.00    0.00       8/8           long* std::__uninitialized_copy_a<long*, long*, long>(long*, long*, long*, std::allocator<long>) [71]
                0.00    0.00       4/18          std::vector<long, std::allocator<long> >::size() const [41]
                0.00    0.00       4/4           std::vector<long, std::allocator<long> >::max_size() const [90]
                0.00    0.00       4/6           std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned int) [81]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<long>::construct(long*, long const&) [84]
                0.00    0.00       4/16          void std::_Destroy<long*, long>(long*, long*, std::allocator<long>) [48]
                0.00    0.00       4/16          std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned int) [43]
-----------------------------------------------
                0.00    0.00       2/4           main [1]
                0.00    0.00       2/4           void vector2array<long>(std::vector<long, std::allocator<long> >, long*) [103]
[99]     0.0    0.00    0.00       4         std::vector<long, std::allocator<long> >::begin() [99]
                0.00    0.00       4/32          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator(long* const&) [36]
-----------------------------------------------
                0.00    0.00       4/4           parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
[100]    0.0    0.00    0.00       4         std::vector<long, std::allocator<long> >::push_back(long const&) [100]
                0.00    0.00       4/18          std::vector<long, std::allocator<long> >::end() [42]
                0.00    0.00       4/4           std::vector<long, std::allocator<long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long const&) [98]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::string, std::allocator<std::string> >::~vector() [97]
[101]    0.0    0.00    0.00       4         void std::_Destroy<std::string*, std::string>(std::string*, std::string*, std::allocator<std::string>) [101]
                0.00    0.00      16/16          void std::_Destroy<std::string*>(std::string*, std::string*) [46]
-----------------------------------------------
                0.00    0.00       1/3           main [1]
                0.00    0.00       2/3           void vector2array<long>(std::vector<long, std::allocator<long> >, long*) [103]
[102]    0.0    0.00    0.00       3         __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator() [102]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[103]    0.0    0.00    0.00       2         void vector2array<long>(std::vector<long, std::allocator<long> >, long*) [103]
                0.00    0.00       6/18          std::vector<long, std::allocator<long> >::end() [42]
                0.00    0.00       6/6           bool __gnu_cxx::operator!=<long*, std::vector<long, std::allocator<long> > >(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&) [77]
                0.00    0.00       4/10          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator*() const [61]
                0.00    0.00       4/8           __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator++(int) [66]
                0.00    0.00       2/3           __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator() [102]
                0.00    0.00       2/4           std::vector<long, std::allocator<long> >::begin() [99]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::string>::allocator() [112]
[104]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::string>::new_allocator() [104]
-----------------------------------------------
                0.00    0.00       2/2           parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
[105]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator() [105]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<long, std::allocator<long> >::back() [121]
[106]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator-(int const&) const [106]
                0.00    0.00       2/32          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator(long* const&) [36]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [120]
[107]    0.0    0.00    0.00       2         std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const [107]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [120]
[108]    0.0    0.00    0.00       2         std::vector<std::string, std::allocator<std::string> >::end() const [108]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [85]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [120]
[109]    0.0    0.00    0.00       2         std::vector<std::string, std::allocator<std::string> >::begin() const [109]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<std::string const*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string const* const&) [85]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<long, std::allocator<long> >::vector(std::vector<long, std::allocator<long> > const&) [122]
[110]    0.0    0.00    0.00       2         std::vector<long, std::allocator<long> >::end() const [110]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >::__normal_iterator(long const* const&) [86]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<long, std::allocator<long> >::vector(std::vector<long, std::allocator<long> > const&) [122]
[111]    0.0    0.00    0.00       2         std::vector<long, std::allocator<long> >::begin() const [111]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >::__normal_iterator(long const* const&) [86]
-----------------------------------------------
                0.00    0.00       1/2           main [1]
                0.00    0.00       1/2           parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
[112]    0.0    0.00    0.00       2         std::allocator<std::string>::allocator() [112]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::string>::new_allocator() [104]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [115]
[113]    0.0    0.00    0.00       2         std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [113]
                0.00    0.00      14/14          __gnu_cxx::new_allocator<std::string>::allocate(unsigned int, void const*) [50]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::string, std::allocator<std::string> >::vector(std::allocator<std::string> const&) [119]
[114]    0.0    0.00    0.00       2         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::allocator<std::string> const&) [114]
                0.00    0.00       2/4           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [93]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [120]
[115]    0.0    0.00    0.00       2         std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [115]
                0.00    0.00       2/4           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&) [93]
                0.00    0.00       2/2           std::_Vector_base<std::string, std::allocator<std::string> >::_M_allocate(unsigned int) [113]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<long, std::allocator<long> >::vector(std::vector<long, std::allocator<long> > const&) [122]
[116]    0.0    0.00    0.00       2         std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned int, std::allocator<long> const&) [116]
                0.00    0.00       2/12          std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [54]
                0.00    0.00       2/6           std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned int) [81]
-----------------------------------------------
                0.00    0.00       2/2           long* std::copy<__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, long*>(__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, long*) [130]
[117]    0.0    0.00    0.00       2         long* std::__copy_normal<true, false>::__copy_n<__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, long*>(__gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >, long*) [117]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<long const*, std::vector<long, std::allocator<long> > >::base() const [88]
                0.00    0.00       2/2           long* std::__copy_aux<long const*, long*>(long const*, long const*, long*) [123]
-----------------------------------------------
                0.00    0.00       2/2           void std::fill<long*, int>(long*, long*, int const&) [131]
[118]    0.0    0.00    0.00       2         void std::__fill<true>::fill<long*, int>(long*, long*, int const&) [118]
-----------------------------------------------
                0.00    0.00       1/2           main [1]
                0.00    0.00       1/2           parse_sanePos_ini_file(char*, bool&, int&, long&, bool&, bool&, double*, double*, double&, long&, long&, int&, double&, double*, double*, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, std::string&, int&, std::vector<std::string, std::allocator<std::string> >&, std::vector<long, std::allocator<long> >&, std::vector<long, std::allocator<long> >&, std::string&) [141]
[119]    0.0    0.00    0.00       2         std::vector<std::string, std::allocator<std::string> >::vector(std::allocator<std::string> const&) [119]
                0.00    0.00       2/2           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::allocator<std::string> const&) [114]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[120]    0.0    0.00    0.00       2         std::vector<std::string, std::allocator<std::string> >::vector(std::vector<std::string, std::allocator<std::string> > const&) [120]
                0.00    0.00       2/2           std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() const [107]
                0.00    0.00       2/5           std::vector<std::string, std::allocator<std::string> >::size() const [83]
                0.00    0.00       2/2           std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(unsigned int, std::allocator<std::string> const&) [115]
                0.00    0.00       2/6           std::_Vector_base<std::string, std::allocator<std::string> >::_M_get_Tp_allocator() [80]
                0.00    0.00       2/6           std::allocator<std::string>::allocator(std::allocator<std::string> const&) [79]
                0.00    0.00       2/2           std::vector<std::string, std::allocator<std::string> >::end() const [108]
                0.00    0.00       2/2           std::vector<std::string, std::allocator<std::string> >::begin() const [109]
